"joinID","nature","access","riskPerc","budget","knowledge","OPMpresence","OPMinv"
744,2,0,0,43820,0,0,1
745,2,0,0,43820,0,0,1
746,2,0,0,43820,0,0,1
747,1,0,0,43820,0,0,1
748,1,0,0,43820,0,0,1
749,1,0,0,43820,0,0,1
750,1,0,0.8,43820,0,0,1
751,1,0,0,43820,0,0,1
752,1,0,1,43820,0,0,1
753,1,0,0,43820,0,0,1
754,1,1,0.5,43820,0,0,1
755,1,1,0.5,43820,0,0,1
756,1,1,0.5,43820,0,0,1
757,0,1,0.5,43820,0,0,1
758,0,1,0.5,43820,0,0,1
759,0,1,0.5,43820,0,0,1
760,0,1,0.5,43820,0,0,1
761,0,1,0.5,43820,0,0,1
762,0,1,0.5,43820,0,0,1
763,0,0,0.5,43820,0,0,1
764,0,0,0.5,43820,0,0,1
765,0,0,0.5,43820,0,0,1
766,0,0,0.5,43820,0,0,1
767,2,0,0.5,43820,0,0,1
768,2,0,0.5,43820,0,0,1
769,2,1,0.8,43820,0,0,1
770,2,1,0.8,43820,0,0,1
771,2,0,0.5,43820,0,0,1
772,2,0,0.5,43820,0,0,1
773,2,0,0.5,43820,0,0,1
774,2,0,0.5,43820,0,0,1
775,2,0,0.5,43820,0,0,1
776,2,0,0,43820,0,0,1
777,2,0,0,43820,0,0,1
