"id","joinID","X","Y","Agent","OPMpresence","riskPerc","budget","knowledge","nature","access"
5776,15603,5.7,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5777,15604,5.74,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5778,15613,6.1,4.09,"no_mgmt_NOPM",0,0,0.54,0,0,0
5779,15627,6.66,4.09,"no_mgmt_NOPM",0,0,0.54,0,1,0
5780,15629,6.74,4.09,"no_mgmt_NOPM",0,0.2,0.54,0,1,0
5781,15632,6.86,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5782,15640,7.18,4.09,"no_mgmt_NOPM",0,1,0.54,0,0,0
5783,15644,7.34,4.09,"no_mgmt_NOPM",0,0,0.54,0,2,0
5784,15645,7.38,4.09,"no_mgmt_NOPM",0,0.8,0.54,0,2,0
5785,15646,7.42,4.09,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5786,15647,7.46,4.09,"no_mgmt_NOPM",0,0.8,0.54,0,2,0
5787,15648,7.5,4.09,"no_mgmt_NOPM",0,0.8,0.54,0,2,0
5788,15649,7.54,4.09,"no_mgmt_NOPM",0,0,0.54,0,3,0
5789,15650,7.58,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5790,15651,7.62,4.09,"no_mgmt_NOPM",0,0,0.54,0,3,0
5791,15652,7.66,4.09,"no_mgmt_NOPM",0,0.8,0.54,0,2,0
5792,15653,7.7,4.09,"no_mgmt_NOPM",0,0.8,0.54,0,2,0
5793,15654,7.74,4.09,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5794,15659,7.94,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
5795,15660,7.98,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5796,15661,8.02,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
5797,15662,8.06,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5798,15663,8.1,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5799,15664,8.14,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
5800,15665,8.18,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5801,15678,8.7,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5802,15680,8.78,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5803,15681,8.82,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5804,15682,8.86,4.09,"no_mgmt_NOPM",0,0.2,0.54,0,2,1
5805,15684,8.94,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5806,15685,8.98,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5807,15687,9.06,4.09,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5808,15691,0.12,4.12,"no_mgmt_NOPM",0,0,0.43,0,2,0
5809,15693,0.2,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5810,15694,0.24,4.12,"no_mgmt_NOPM",0,0,0.43,0,1,0
5811,15695,0.28,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5812,15696,0.32,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,2,0
5813,15697,0.36,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,2,1
5814,15698,0.4,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,2,1
5815,15699,0.44,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,2,1
5816,15700,0.48,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,2,1
5817,15703,0.6,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5818,15704,0.64,4.12,"no_mgmt_NOPM",0,0,0.43,0,1,0
5819,15707,0.76,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5820,15708,0.8,4.12,"no_mgmt_NOPM",0,1,0.43,0,0,0
5821,15713,1,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5822,15716,1.12,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,2,0
5823,15718,1.2,4.12,"no_mgmt_NOPM",0,0.5,0.43,0,2,0
5824,15719,1.24,4.12,"no_mgmt_NOPM",0,0.5,0.43,0,2,0
5825,15720,1.28,4.12,"no_mgmt_NOPM",0,0.5,0.43,0,2,0
5826,15721,1.32,4.12,"no_mgmt_NOPM",0,0.5,0.43,0,2,0
5827,15723,1.4,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5828,15725,1.48,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5829,15726,1.52,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5830,15734,1.84,4.12,"no_mgmt_NOPM",0,1,0.43,0,0,0
5831,15741,2.12,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,0,0
5832,15742,2.16,4.12,"no_mgmt_NOPM",0,1,0.43,0,0,0
5833,15743,2.2,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,0,0
5834,15746,2.32,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5835,15747,2.36,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5836,15749,2.44,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5837,15751,2.52,4.12,"no_mgmt_NOPM",0,1,0.43,0,0,0
5838,15753,2.6,4.12,"no_mgmt_NOPM",0,0.8,0.43,0,0,0
5839,15755,2.68,4.12,"no_mgmt_NOPM",0,0.5,0.43,0,0,0
5840,15757,2.76,4.12,"no_mgmt_NOPM",0,0,0.77,0,2,0
5841,15758,2.8,4.12,"no_mgmt_NOPM",0,1,0.77,0,3,0
5842,15760,2.88,4.12,"no_mgmt_NOPM",0,0,0.77,0,3,0
5843,15762,2.96,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,1,0
5844,15763,3,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5845,15764,3.04,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5846,15765,3.08,4.12,"no_mgmt_NOPM",0,0,0.77,0,0,0
5847,15766,3.12,4.12,"no_mgmt_NOPM",0,0.5,0.77,0,0,0
5848,15767,3.16,4.12,"no_mgmt_NOPM",0,0,0.77,0,0,0
5849,15768,3.2,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5850,15769,3.24,4.12,"no_mgmt_NOPM",0,1,0.77,0,0,0
5851,15770,3.28,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5852,15771,3.32,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,2,0
5853,15772,3.36,4.12,"no_mgmt_NOPM",0,0.5,0.77,0,2,0
5854,15773,3.4,4.12,"no_mgmt_NOPM",0,0.5,0.77,0,3,0
5855,15775,3.48,4.12,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5856,15776,3.52,4.12,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5857,15777,3.56,4.12,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5858,15778,3.6,4.12,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5859,15779,3.64,4.12,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5860,15780,3.68,4.12,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5861,15781,3.72,4.12,"no_mgmt_NOPM",0,0.5,0.77,0,1,1
5862,15782,3.76,4.12,"no_mgmt_NOPM",0,0.5,0.77,0,1,1
5863,15783,3.8,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,1,0
5864,15784,3.84,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,1,0
5865,15785,3.88,4.12,"no_mgmt_NOPM",0,1,0.77,0,1,0
5866,15786,3.92,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5867,15787,3.96,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5868,15790,4.08,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5869,15792,4.16,4.12,"no_mgmt_NOPM",0,0.2,0.77,0,0,0
5870,15799,4.44,4.12,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5871,15802,4.56,4.12,"no_mgmt_NOPM",0,0,0.77,0,0,0
5872,15825,5.48,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5873,15826,5.52,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5874,15829,5.64,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5875,15830,5.68,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5876,15831,5.72,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5877,15832,5.76,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5878,15833,5.8,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5879,15835,5.88,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5880,15836,5.92,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5881,15838,6,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5882,15854,6.64,4.12,"no_mgmt_NOPM",0,0,0.77,0,1,0
5883,15859,6.84,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5884,15860,6.88,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5885,15866,7.12,4.12,"no_mgmt_NOPM",0,0.8,0.54,0,1,0
5886,15871,7.32,4.12,"no_mgmt_NOPM",0,0,0.54,0,2,0
5887,15872,7.36,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5888,15873,7.4,4.12,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5889,15874,7.44,4.12,"no_mgmt_NOPM",0,1,0.54,0,3,0
5890,15875,7.48,4.12,"no_mgmt_NOPM",0,1,0.54,0,3,0
5891,15876,7.52,4.12,"no_mgmt_NOPM",0,0,0.54,0,3,0
5892,15877,7.56,4.12,"no_mgmt_NOPM",0,1,0.54,0,3,0
5893,15878,7.6,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
5894,15879,7.64,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
5895,15880,7.68,4.12,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5896,15881,7.72,4.12,"no_mgmt_NOPM",0,0,0.54,0,3,0
5897,15884,7.84,4.12,"no_mgmt_NOPM",0,0.8,0.54,0,2,0
5898,15885,7.88,4.12,"no_mgmt_NOPM",0,0.8,0.54,0,2,0
5899,15886,7.92,4.12,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5900,15887,7.96,4.12,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5901,15888,8,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
5902,15889,8.04,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
5903,15890,8.08,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
5904,15891,8.12,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
5905,15892,8.16,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
5906,15893,8.2,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
5907,15895,8.28,4.12,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5908,15896,8.32,4.12,"no_mgmt_NOPM",0,1,0.54,0,3,0
5909,15905,8.68,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5910,15910,8.88,4.12,"no_mgmt_NOPM",0,0.2,0.54,0,1,0
5911,15911,8.92,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5912,15914,9.04,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5913,15915,9.08,4.12,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5914,15921,0.22,4.16,"no_mgmt_NOPM",0,0,0.43,0,1,0
5915,15923,0.3,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,2,0
5916,15925,0.38,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,2,1
5917,15926,0.42,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,2,1
5918,15927,0.46,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,2,1
5919,15928,0.5,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,2,1
5920,15930,0.58,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,2,0
5921,15933,0.7,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5922,15934,0.74,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5923,15939,0.94,4.16,"no_mgmt_NOPM",0,0.5,0.43,0,1,0
5924,15941,1.02,4.16,"no_mgmt_NOPM",0,0,0.43,0,1,0
5925,15942,1.06,4.16,"no_mgmt_NOPM",0,0,0.43,0,1,0
5926,15944,1.14,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,2,0
5927,15945,1.18,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,2,0
5928,15946,1.22,4.16,"no_mgmt_NOPM",0,0.5,0.43,0,2,0
5929,15948,1.3,4.16,"no_mgmt_NOPM",0,0.5,0.43,0,2,0
5930,15950,1.38,4.16,"no_mgmt_NOPM",0,1,0.43,0,2,0
5931,15951,1.42,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5932,15952,1.46,4.16,"no_mgmt_NOPM",0,1,0.43,0,1,0
5933,15953,1.5,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5934,15954,1.54,4.16,"no_mgmt_NOPM",0,1,0.43,0,1,0
5935,15955,1.58,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5936,15967,2.06,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,0,0
5937,15968,2.1,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,0,0
5938,15972,2.26,4.16,"no_mgmt_NOPM",0,0.5,0.43,0,0,0
5939,15973,2.3,4.16,"no_mgmt_NOPM",0,0.5,0.43,0,1,0
5940,15974,2.34,4.16,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
5941,15979,2.54,4.16,"no_mgmt_NOPM",0,0.5,0.43,0,0,0
5942,15985,2.78,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,2,0
5943,15987,2.86,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,3,0
5944,15989,2.94,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,1,0
5945,15990,2.98,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,1,0
5946,15991,3.02,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5947,15992,3.06,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5948,15993,3.1,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5949,15994,3.14,4.16,"no_mgmt_NOPM",0,1,0.77,0,0,0
5950,15995,3.18,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5951,15996,3.22,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5952,15997,3.26,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5953,15998,3.3,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,2,0
5954,16000,3.38,4.16,"no_mgmt_NOPM",0,0.5,0.77,0,2,1
5955,16002,3.46,4.16,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5956,16003,3.5,4.16,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5957,16004,3.54,4.16,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5958,16005,3.58,4.16,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5959,16006,3.62,4.16,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5960,16007,3.66,4.16,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
5961,16008,3.7,4.16,"no_mgmt_NOPM",0,0.5,0.77,0,1,1
5962,16009,3.74,4.16,"no_mgmt_NOPM",0,0.5,0.77,0,1,1
5963,16010,3.78,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,1,0
5964,16012,3.86,4.16,"no_mgmt_NOPM",0,0,0.77,0,1,0
5965,16013,3.9,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5966,16015,3.98,4.16,"no_mgmt_NOPM",0,1,0.77,0,0,0
5967,16017,4.06,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5968,16019,4.14,4.16,"no_mgmt_NOPM",0,0.2,0.77,0,0,0
5969,16020,4.18,4.16,"no_mgmt_NOPM",0,0.2,0.77,0,0,0
5970,16029,4.54,4.16,"no_mgmt_NOPM",0,0,0.77,0,0,0
5971,16030,4.58,4.16,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
5972,16053,5.5,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5973,16056,5.62,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5974,16057,5.66,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5975,16058,5.7,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5976,16059,5.74,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5977,16060,5.78,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5978,16061,5.82,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5979,16062,5.86,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
5980,16063,5.9,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5981,16064,5.94,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5982,16065,5.98,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5983,16073,6.3,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,1,0
5984,16082,6.66,4.16,"no_mgmt_NOPM",0,0,0.54,0,1,0
5985,16094,7.14,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,1,0
5986,16097,7.26,4.16,"no_mgmt_NOPM",0,1,0.54,0,2,0
5987,16098,7.3,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
5988,16099,7.34,4.16,"no_mgmt_NOPM",0,0,0.54,0,2,0
5989,16100,7.38,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,2,0
5990,16101,7.42,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5991,16102,7.46,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5992,16103,7.5,4.16,"no_mgmt_NOPM",0,0,0.54,0,3,0
5993,16104,7.54,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5994,16105,7.58,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5995,16106,7.62,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5996,16107,7.66,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5997,16108,7.7,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
5998,16112,7.86,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,2,0
5999,16113,7.9,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
6000,16114,7.94,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
6001,16115,7.98,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
6002,16116,8.02,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6003,16117,8.06,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6004,16120,8.18,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
6005,16122,8.26,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
6006,16123,8.3,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
6007,16124,8.34,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
6008,16134,8.74,4.16,"no_mgmt_NOPM",0,0.8,0.54,0,1,0
6009,16137,8.86,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,1,1
6010,16139,8.94,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
6011,16140,8.98,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
6012,16141,9.02,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
6013,16142,9.06,4.16,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
6014,16149,0.2,4.19,"no_mgmt_NOPM",0,0.5,0.43,0,1,0
6015,16151,0.28,4.19,"no_mgmt_NOPM",0,0,0.43,0,2,0
6016,16153,0.36,4.19,"no_mgmt_NOPM",0,0.8,0.43,0,2,0
6017,16154,0.4,4.19,"no_mgmt_NOPM",0,0.8,0.43,0,2,1
6018,16155,0.44,4.19,"no_mgmt_NOPM",0,0.8,0.43,0,2,1
6019,16156,0.48,4.19,"no_mgmt_NOPM",0,0.8,0.43,0,2,1
6020,16158,0.56,4.19,"no_mgmt_NOPM",0,1,0.43,0,1,0
6021,16159,0.6,4.19,"no_mgmt_NOPM",0,0,0.43,0,1,0
6022,16163,0.76,4.19,"no_mgmt_NOPM",0,1,0.43,0,1,0
6023,16166,0.88,4.19,"no_mgmt_NOPM",0,1,0.43,0,0,0
6024,16168,0.96,4.19,"no_mgmt_NOPM",0,0,0.43,0,1,0
6025,16171,1.08,4.19,"no_mgmt_NOPM",0,0.5,0.43,0,1,0
6026,16174,1.2,4.19,"no_mgmt_NOPM",0,0.5,0.43,0,2,1
6027,16175,1.24,4.19,"no_mgmt_NOPM",0,0.5,0.43,0,2,1
6028,16176,1.28,4.19,"no_mgmt_NOPM",0,0.5,0.43,0,2,0
6029,16178,1.36,4.19,"no_mgmt_NOPM",0,0.8,0.43,0,2,0
6030,16179,1.4,4.19,"no_mgmt_NOPM",0,0.5,0.43,0,2,0
6031,16180,1.44,4.19,"no_mgmt_NOPM",0,1,0.43,0,1,0
6032,16181,1.48,4.19,"no_mgmt_NOPM",0,0.5,0.43,0,1,0
6033,16182,1.52,4.19,"no_mgmt_NOPM",0,1,0.43,0,1,0
6034,16183,1.56,4.19,"no_mgmt_NOPM",0,0.8,0.43,0,1,0
6035,16184,1.6,4.19,"no_mgmt_NOPM",0,1,0.43,0,1,0
6036,16185,1.64,4.19,"no_mgmt_NOPM",0,0.8,0.43,0,0,0
6037,16187,1.72,4.19,"no_mgmt_NOPM",0,0.5,0.43,0,0,0
6038,16196,2.08,4.19,"no_mgmt_NOPM",0,0.8,0.43,0,0,0
6039,16199,2.2,4.19,"no_mgmt_NOPM",0,0.5,0.43,0,0,0
6040,16201,2.28,4.19,"no_mgmt_NOPM",0,0.5,0.43,0,0,0
6041,16211,2.68,4.19,"no_mgmt_NOPM",0,0.8,0.43,0,3,0
6042,16213,2.76,4.19,"no_mgmt_NOPM",0,1,0.77,0,3,0
6043,16214,2.8,4.19,"no_mgmt_NOPM",0,0.8,0.77,0,3,0
6044,16216,2.88,4.19,"no_mgmt_NOPM",0,0.8,0.77,0,1,0
6045,16217,2.92,4.19,"no_mgmt_NOPM",0,0,0.77,0,1,0
6046,16218,2.96,4.19,"no_mgmt_NOPM",0,0.8,0.77,0,1,0
6047,16219,3,4.19,"no_mgmt_NOPM",0,0,0.77,0,1,0
6048,16220,3.04,4.19,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
6049,16221,3.08,4.19,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
6050,16222,3.12,4.19,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
6051,16223,3.16,4.19,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
6052,16224,3.2,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,0,0
6053,16225,3.24,4.19,"no_mgmt_NOPM",0,0.8,0.77,0,2,0
6054,16226,3.28,4.19,"no_mgmt_NOPM",0,0.8,0.77,0,2,0
6055,16228,3.36,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
6056,16229,3.4,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,3,0
6057,16230,3.44,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
6058,16231,3.48,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
6059,16232,3.52,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
6060,16233,3.56,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
6061,16234,3.6,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
6062,16235,3.64,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
6063,16236,3.68,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
6064,16237,3.72,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,3,1
6065,16238,3.76,4.19,"no_mgmt_NOPM",0,1,0.77,0,3,0
6066,16239,3.8,4.19,"no_mgmt_NOPM",0,0.8,0.77,0,3,0
6067,16242,3.92,4.19,"no_mgmt_NOPM",0,0,0.77,0,1,0
6068,16243,3.96,4.19,"no_mgmt_NOPM",0,0.5,0.77,0,1,0
6069,16245,4.04,4.19,"no_mgmt_NOPM",0,0.8,0.77,0,0,0
6070,16248,4.16,4.19,"no_mgmt_NOPM",0,0.2,0.77,0,0,0
6071,16269,5,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6072,16270,5.04,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6073,16271,5.08,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6074,16274,5.2,4.19,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
6075,16275,5.24,4.19,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
6076,16294,6,4.19,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
6077,16297,6.12,4.19,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
6078,16301,6.28,4.19,"no_mgmt_NOPM",0,0,0.54,0,2,0
6079,16302,6.32,4.19,"no_mgmt_NOPM",0,0,0.54,0,2,0
6080,16315,6.84,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,1,0
6081,16325,7.24,4.19,"no_mgmt_NOPM",0,0,0.54,0,2,0
6082,16326,7.28,4.19,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
6083,16327,7.32,4.19,"no_mgmt_NOPM",0,0.5,0.54,0,2,0
6084,16328,7.36,4.19,"no_mgmt_NOPM",0,0,0.54,0,3,0
6085,16329,7.4,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
6086,16330,7.44,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
6087,16331,7.48,4.19,"no_mgmt_NOPM",0,0.5,0.54,0,3,0
6088,16332,7.52,4.19,"no_mgmt_NOPM",0,0,0.54,0,3,0
6089,16333,7.56,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
6090,16334,7.6,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
6091,16335,7.64,4.19,"no_mgmt_NOPM",0,0,0.54,0,3,0
6092,16336,7.68,4.19,"no_mgmt_NOPM",0,0,0.54,0,3,0
6093,16342,7.92,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
6094,16343,7.96,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,0
6095,16344,8,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6096,16345,8.04,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6097,16346,8.08,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6098,16347,8.12,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6099,16348,8.16,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6100,16349,8.2,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6101,16350,8.24,4.19,"no_mgmt_NOPM",0,0.8,0.54,0,3,1
6102,16364,8.8,4.19,"no_mgmt_NOPM",0,0.5,0.54,0,1,0
